time;sender;message;receiver
44693.8;EECOM;Let's get the BMAG off and get the lights down to a minimum. Let's go down two,more steps.;FLIGHT
44697.8;FLIGHT;Okay. CAPCOM, we want to power down a little bit more. Want to get the BMAG off,and the lights minimum there.;CAPCOM
44707.8;CAPCOM;13, this is Houston. We'd like to power down just a little bit more, so let's,get BMAG 2 OFF, and make sure your lights are down. Over.;CDR
44719.8;CDR;Okay. The lights are down, and BMAG 2's going from STANDBY to OFF.;CAPCOM
44724.8;FLIGHT;Okay, Sy. Now, how long do you want to leave this battery online?;EECOM
44730.8;EECOM;I want to try and get it off as quick as I can -;FLIGHT
44732.8;FLIGHT;Okay.;EECOM
44733.8;EECOM;#NAAM?;FLIGHT
44734.8;EECOM;The crew did report they removed FUEL CELL 3 - they open-circuited it also,,didn't they?;FLIGHT
44740.8;FLIGHT;I don't believe so.;EECOM
44741.8;EECOM;FUEL CELL 1 and FUEL CELL 3 should be open-circuited.;FLIGHT
44744.8;CAPCOM;We just had our last call for FUEL CELL 1 open-circuit, and we left FUEL CELL 3,as it was.;EECOM
44750.8;EECOM;Let's take this open-circuit, FUEL CELL 3.;FLIGHT
44751.8;FLIGHT;Open-circuit FUEL CELL 3.;EECOM
44753.8;EECOM;Get it off the bus.;FLIGHT
44756.8;CAPCOM;13, Houston -;CMP
44757.8;GNC;FLIGHT, GNC.;FLIGHT
44758.8;CMP;Okay Jack, now I've got a rate -;CAPCOM
44759.8;CAPCOM;- we'd like you to open circuit FUEL CELL 3.;CMP
44760.8;FLIGHT;Calling, FLIGHT. Say again?;GNC
44761.8;GNC;This is GNC, FLIGHT.;FLIGHT
44762.8;FLIGHT;Go ahead.;GNC
44763.8;GNC;Yeah, we've used a total of about 70 pounds RCS. We'd like to change the jet,configurations, see if that'll help us out any.;FLIGHT
44764.8;CMP;Open circuit FUEL CELL 3.;CAPCOM
44767.8;CAPCOM;Go ahead, Jack.;CMP
44773.8;FLIGHT;Okay, what do you want to try now?;GNC
44774.8;GNC;They would like to turn the Bravo jets all to be OFF, and all Delta to MAIN A.;FLIGHT
44775.8;CMP;Okay, FUEL CELL 3 is off the line now.;CAPCOM
44782.8;FLIGHT;Turn all Bravo OFF, and Delta to MAIN A, right?;GNC
44786.8;GNC;Roger. That will verify that it isn't a Bravo thruster that's causing the,problem with attitudes.;FLIGHT
44791.8;FLIGHT;Okay. CAPCOM, we'd like to turn all Bravo jets OFF and all Delta jets to MAIN A.;CAPCOM
44801.8;CAPCOM;Roger.;FLIGHT
44803.8;EECOM;FLIGHT, EECOM.;FLIGHT
44804.8;FLIGHT;Go, EECOM.;EECOM
44805.8;CAPCOM;And 13, Houston. We'd like you to turn all your Bravo thrusters OFF, and put,all your Delta thrusters on MAIN A, please.;CDR
44806.8;EECOM;Let's take BATTERY A off the MAIN.;FLIGHT
44807.8;FLIGHT;We can support the -;EECOM
44809.8;EECOM;That's affirm.;FLIGHT
44810.8;FLIGHT;- MAIN now on the one fuel cell even with the cryo Oâ‚‚ going down?;EECOM
44813.8;EECOM;That's affirm, FLIGHT.;FLIGHT
44815.8;FLIGHT;Okay. What's your worry level on cryo Oâ‚‚?;EECOM
44816.8;CDR;All Delta thrusters on MAIN A and all Bravo thrusters OFF. Roger.;CAPCOM
44820.8;EECOM;Say again, FLIGHT?;FLIGHT
44821.8;FLIGHT;Okay. You want to -;EECOM
44822.8;EECOM;I want to save the battery, FLIGHT.;FLIGHT
44824.8;FLIGHT;Okay. Let's see, what battery have we got online, Sy?;EECOM
44828.8;EECOM;Say again?;FLIGHT
44829.8;FLIGHT;What battery have we got online?;EECOM
44830.8;EECOM;BATTERY Alpha, FLIGHT.;FLIGHT
44831.8;FLIGHT;BATTERY A, okay.;EECOM
44832.8;EECOM;And next step, of course, we'll then think - we've got to worry about getting,some power on MAIN B to get the pressure back up in Oâ‚‚ TANK 1.;FLIGHT
44838.8;FLIGHT;Roger. Turn BATTERY A OFF, CAPCOM.;CAPCOM
44844.8;CAPCOM;13, Houston. Turn BATTERY A OFF -;CDR
44845.8;CDR;Okay, Jack, (unintelligible);CAPCOM
44850.8;CDR;BATTERY A OFF. Roger.;CAPCOM
44863.8;EECOM;FLIGHT, EECOM.;FLIGHT
44864.8;FLIGHT;Go, EECOM.;EECOM
44865.8;EECOM;Let's have them isolate the surge tank also, and save it. We'll use the cryo as,much as we can.;FLIGHT
44870.8;FLIGHT;Say that again?;EECOM
44872.8;EECOM;Let's isolate the surge tanks -;FLIGHT
44873.8;FLIGHT;Why that?;EECOM
44874.8;EECOM;#NAAM?;FLIGHT
44875.8;FLIGHT;I don't understand that, Sy.;EECOM
44876.8;EECOM;I don't want to - I want to use the cryo as much as possible.;FLIGHT
44879.8;FLIGHT;But that would seem to be the opposite, if you want to keep the fuel cell going.;EECOM
44883.8;EECOM;The fuel cells are fed off the tanks in the Service Module, FLIGHT. The surge,tank is in the Command Module. We want to save the surge tank which we need for,re-entry.;FLIGHT
44894.8;FLIGHT;Okay, I'm with you. I'm with you.;EECOM
44896.8;EECOM;Roger.;FLIGHT
44897.8;FLIGHT;CAPCOM, let's also isolate the surge tank.;CAPCOM
44905.8;CAPCOM;Okay, you want to isolate the surge tank.;FLIGHT
44907.8;FLIGHT;Yeah.;CAPCOM
44908.8;CAPCOM;Oâ‚‚ surge tank, right?;FLIGHT
44909.8;FLIGHT;Yeah. What we're really doing is securing our entry systems right now.;CAPCOM
44916.8;CAPCOM;13, Houston. We'd like you to isolate your Oâ‚‚ surge tank. Over.;CMP
44928.8;CMP;Surge tank off now, Jack.;CAPCOM
44931.8;CMP;Okay Jack, are you copying Oâ‚‚ TANK 1 cryo pressure?;CAPCOM
44936.8;FLIGHT;Yeah, we're trying to figure out some way to get power on BUS B.;CAPCOM
44939.8;CAPCOM;That's affirmative, and we're trying to get power to that tank. Standby, we're,working on it.;CMP
44947.8;CMP;Okay.;CAPCOM
44966.8;FLIGHT;EECOM, from FLIGHT.;EECOM
44977.8;FLIGHT;EECOM, from FLIGHT.;EECOM
44978.8;EECOM;FLIGHT, EECOM.;FLIGHT
44979.8;FLIGHT;Would you consider putting a battery on BUS B long enough to get the pressure,up?;EECOM
44983.8;EECOM;Well, I'm trying - I want to determine whether or not the - the 5 amps is going,to hurt us any. That's going to be on MAIN A, incidentally. I made a mistake.,Oâ‚‚ TANK 1 HEATERS are on MAIN A.;FLIGHT
44995.8;FLIGHT;Well, we've got MAIN A with us, haven't we?;EECOM
45012.8;EECOM;FLIGHT, EECOM.;FLIGHT
45013.8;FLIGHT;Go, EECOM.;EECOM
45014.8;EECOM;Okay. Since Oâ‚‚ TANK 1 HEATERS are on MAIN A, and we've got them off now, we'll,be able to stand the 5 amps temporarily for manual pressurization. Let's have,them turn the heaters on manually in Oâ‚‚ TANK 1.;FLIGHT
45030.8;FLIGHT;Oâ‚‚ -;EECOM
45031.8;EECOM;And we'll watch the pressure.;FLIGHT
45032.8;FLIGHT;- TANK 1.;EECOM
45034.8;CMP;Okay, we had a SERVICE MODULE RCS B light, Jack, due to package temperature.;CAPCOM
45041.8;EECOM;That's CRYOGENIC Oâ‚‚ HEATER 1, FLIGHT.;FLIGHT
45042.8;CAPCOM;SERVICE MODULE RCS B.;CMP
45045.8;GNC;FLIGHT, we copy that. No problem.;FLIGHT
45046.8;CAPCOM;We copy. No problem.;CMP
45047.8;FLIGHT;No problem, CAPCOM.;CAPCOM
45048.8;FLIGHT;CAPCOM, we want to get CRYO Oâ‚‚ TANK number 1 HEATER ON.;CAPCOM
45051.8;CMP;Let's read you the lights we got on now: CRYO PRESS, FUEL CELL 1, FUEL CELL 3,,MAIN BUS B UNDERVOLT, SUIT COMPRESSOR.;CAPCOM
45062.8;CAPCOM;Roger, we copy them. And we'd like to build up the pressure in Oâ‚‚ TANK 1, so,turn the heaters on manually. We'll watch the pressure for you.;CMP
45071.8;FLIGHT;You can stand the 5 amps on MAIN A?;EECOM
45073.8;CMP;Okay, do you want to see - we're going to get a MAIN BUS A UNDERVOLT, probably.;CAPCOM
45074.8;EECOM;That's affirm. We think so, FLIGHT.;FLIGHT
45079.8;CAPCOM;Roger, we realize that. We feel we can stand 5 more amps on it.;CMP
45085.8;CMP;Okay.;CAPCOM
45089.8;CDR;Okay, heater on TANK 1's ON.;CAPCOM
45094.8;FLIGHT;Did you see your 5 amp increase in current there, EECOM?;EECOM
45100.8;EECOM;That's affirm, FLIGHT.;FLIGHT
45101.8;FLIGHT;Okay.;EECOM
45102.8;EECOM;26.7 volts, looks good -;FLIGHT
45103.8;FLIGHT;Okay.;EECOM
45104.8;EECOM;- we'll watch the pressure.;FLIGHT
45105.8;EECOM;FLIGHT, to be consistent we ought to isolate the REPRESS package also.;FLIGHT
45111.8;FLIGHT;Okay, you want to isolate REPRESS pack.;EECOM
45127.8;FLIGHT;AFD, from FLIGHT.;AFD
45129.8;AFD;Go ahead, FLIGHT.;FLIGHT
45130.8;FLIGHT;Get one of your guys full-time in the back room keeping track of the spacecraft,configuration as we pass it up to the crew. You might use Larry. Why don't you,stay on, get Larry in the back room to keep track of configuration stuff we,give to the crew?;AFD
45142.8;AFD;Okay, FLIGHT.;FLIGHT
45143.8;FLIGHT;Okay?;AFD
45144.8;AFD;And we've got the voice recorder and we're starting to transcribe that.;FLIGHT
45148.8;FLIGHT;Okay, now has anybody started the delog of the initial problem? You've got a,delog going? Have you got people that are going to be in a position to evaluate,it?;AFD
45159.8;FLIGHT;Okay.;AFD
45168.8;FLIGHT;TELMU and CONTROL, from FLIGHT.;CONTROL
45172.8;CONTROL;Go, FLIGHT.;FLIGHT
45173.8;FLIGHT;Roger. I want LM manning around the clock.;CONTROL
45175.8;CONTROL;Roger.;FLIGHT
45177.8;EECOM;FLIGHT, EECOM.;FLIGHT
45178.8;FLIGHT;Go ahead, EECOM.;EECOM
45179.8;EECOM;I want the fans on in Oâ‚‚ tank 1, we're not seeing a pressure increase. We can,stand it.;FLIGHT
45186.8;FLIGHT;You can stand it?;EECOM
45187.8;EECOM;That's affirm.;FLIGHT
45188.8;FLIGHT;Fans on in TANK 1, right?;EECOM
45191.8;EECOM;Affirmative, FLIGHT.;FLIGHT
45193.8;FLIGHT;CAPCOM, do you want to bring the fans on in TANK 1?;CAPCOM
45195.8;EECOM;It's just 1 amp, FLIGHT.;FLIGHT
45196.8;FLIGHT;Okay.;EECOM
45198.8;EECOM;Okay, he's got an MC&W for - varied reasons.;FLIGHT
45201.8;CAPCOM;13, Houston. We'd like you to additionally bring on the fans in Oâ‚‚ TANK 1, and,we can stand the additional amperage on that.;CDR
45212.8;CDR;Okay. Bring up the fans on Oâ‚‚ TANK 1.;CAPCOM
45226.8;GNC;FLIGHT, GNC.;FLIGHT
45229.8;FLIGHT;Go ahead, GNC.;GNC
45230.8;GNC;It looks like the vehicle has stabilized considerably over the last few minutes.;FLIGHT
45235.8;FLIGHT;"Okay. That could mean one of two things. Either whatever was venting has,stopped venting, it's empty; or do you feel it could also be associated with,the thruster Quad Bravo we just isolated?";GNC
45248.8;GNC;It's possible, FLIGHT. We really don't know yet, though.;FLIGHT
45251.8;FLIGHT;Okay. Are we essentially in a - can you figure out what orientation we are from,a standpoint of thermal control? Assume - what's our rate right now?;GNC
45261.8;GNC;Right now he has a -0.10 of a degree in pitch. And yaw and roll are very close,to 0.;FLIGHT
45268.8;FLIGHT;Okay.;GNC
45269.8;EECOM;FLIGHT, EECOM.;FLIGHT
45270.8;FLIGHT;Go ahead, EECOM.;EECOM
45271.8;EECOM;"The pressure in Oâ‚‚ TANK 1 is all the way down to 297, we'd better think about,getting in the LM, or using the LM systems. I'm going to have to power way,down; I don't know if I'm going to be able to save the Oâ‚‚ for the third fuel,cell - for FUEL CELL 2, rather.";FLIGHT
45286.8;FLIGHT;The heaters aren't working, now let's start thinking circuit breakers. You got,any circuit breakers you want to check, there?;EECOM
45294.8;EECOM;We saw the current, FLIGHT.;FLIGHT
45295.8;FLIGHT;You saw the current - okay, look -;EECOM
45298.8;EECOM;Let's check it anyway, FLIGHT, you're right.;FLIGHT
45300.8;FLIGHT;It looks like it's cycling up a PCM count from 297 to 302. Give me some circuit,breakers to check.;EECOM
45306.8;EECOM;Okay, panel 226. CRYOGENIC Oâ‚‚ HEATER 1, MAIN A circuit breaker.;FLIGHT
45315.8;FLIGHT;I'm sorry, I didn't catch you there. CRYO Oâ‚‚ TANK 1? Panel 226?;EECOM
45320.8;EECOM;CRYO Oâ‚‚ HEATER 1, MAIN A, panel 226.;FLIGHT
45323.8;FLIGHT;Roger.;EECOM
45325.8;EECOM;Also, FLIGHT, let's check the FAN MOTOR circuit breakers TANK 1, on panel 226,also.;FLIGHT
45334.8;FLIGHT;FAN MOTOR.;EECOM
45336.8;EECOM;CRYO FAN MOTORS TANK 1. There are three circuit breakers - three phase.;FLIGHT
45344.8;FLIGHT;Get that, CAPCOM?;CAPCOM
45347.8;CAPCOM;I've got the 226 CRYO Oâ‚‚ HEATER 1 MAIN A, and CRYO FAN MOTORS TANK 1, three of,them on -;FLIGHT
45354.8;FLIGHT;That's right. All three phases.;CAPCOM
45358.8;FLIGHT;EECOM, I don't think we're going to come to any solution here until we get back,to the initial set of conditions, so I hope you got a set of guys looking at,the delog pretty soon.;EECOM
45362.8;CAPCOM;13, Houston. We'd like you to check some circuit breakers on panel 226. CRYO Oâ‚‚,HEATER number 1, MAIN A. And check the three CRYO FAN MOTORS, TANK 1, three,phases.;LMP
45376.8;FLIGHT;TELMU, from FLIGHT.;TELMU
45378.8;TELMU;Go ahead, FLIGHT.;FLIGHT
45379.8;FLIGHT;I want you to get some guys figuring out minimum power in the LM to sustain,life.;TELMU
45384.8;LMP;Okay, Jack. 226 is configured just like it should be. I got three REAC breakers,and three RAD breakers open. All the rest are closed.;CAPCOM
45385.8;TELMU;Roger.;FLIGHT
45400.8;CAPCOM;Okay, Fred, Thank you.;LMP
45404.8;CAPCOM;We got the circuit breakers. All in, FLIGHT.;FLIGHT
45409.8;FLIGHT;Roger. Copy, all circuit breakers in.;CAPCOM
45445.8;CMP;Jack, looking outside, the number of particles has diminished greatly, almost,ceased now, which indicates maybe what was venting has almost stopped.;CAPCOM
45458.8;CAPCOM;Roger, Jack, thank you. We copy.;CMP
45461.8;EECOM;FLIGHT, EECOM.;FLIGHT
45462.8;FLIGHT;Go ahead, EECOM.;EECOM
45463.8;CMP;I'm still getting some rates in negative pitch, though.;CAPCOM
45464.8;EECOM;Don't we have both BMAGs OFF?;FLIGHT
45467.8;CAPCOM;Roger.;CMP
45472.8;FLIGHT;CAPCOM, would you verify that both BMAGs are OFF, please?;CAPCOM
45477.8;CAPCOM;And 13, we'd like to verify that both BMAGs are OFF, please.;CMP
45484.8;CMP;Negative. We just have one BMAG. BMAG number 1 is still ON.;CAPCOM
45487.8;FLIGHT;You want to bring it off, right EECOM?;EECOM
45490.8;EECOM;Affirmative, FLIGHT.;FLIGHT
45491.8;FLIGHT;CAPCOM, let's get it off.;CAPCOM
45492.8;CAPCOM;Okay, Jack. Let's take BMAG 1 OFF.;CMP
45499.8;CMP;Okay. BMAG number 1 OFF now.;CAPCOM
45539.8;FLIGHT;CAPCOM, from FLIGHT.;CAPCOM
45541.8;CAPCOM;Go, FLIGHT.;FLIGHT
45542.8;FLIGHT;Will you get a cockpit panel 1, 2 layout and have the crew - just get the thing,and have the crew read across all instruments, all gauges, and write down,exactly what they read in those things?;CAPCOM
45554.8;CAPCOM;Okay. You want a survey of panels 1 and 2 on gauges?;FLIGHT
45560.8;FLIGHT;Yeah.;CAPCOM
45561.8;CAPCOM;Okay. And talkbacks, huh?;FLIGHT
45563.8;FLIGHT;That's affirmative. Figure out some code that you can use and - I think that's,something we should have gotten started a while ago.;CAPCOM
45576.8;CAPCOM;13, this is Houston. We'd like you to give us a survey of your displays on MDCs,1 and 2. Give us gauge readings and talkbacks. Over.;CDR
45577.8;FDO;FLIGHT, FDO.;FLIGHT
45588.8;FLIGHT;See that juice is still going down there, EECOM. You got any more suggestions?;EECOM
45592.8;CDR;Okay. We'll start with display number 1.;CAPCOM
45595.8;EECOM;FLIGHT, EECOM.;FLIGHT
45596.8;FLIGHT;Any more suggestions in trying to pump up Oâ‚‚ TANK 1 pressure?;EECOM
45599.8;CMP;Okay, Jack. On MDC 1, there's nothing abnormal. All the rate indicators are,zero. Ball number 2 is frozen, of course: we lost MAIN B.;CAPCOM
45600.8;EECOM;No. FLIGHT, we're gonna hit 100psi in 1 hour and 54 minutes. That's the end,,right there.;FLIGHT
45612.8;CMP;I've got - ball number 1 appears to be working normally.  Right now I'm sitting,at roll 0, pitch 180, and yaw about 13Â°.;CAPCOM
45614.8;FLIGHT;Okay, 100psi -;EECOM
45617.8;EECOM;Less than 2 hours, now.;FLIGHT
45627.8;CMP;I'm going to try and hold 0, 180, and 0.;CAPCOM
45637.8;CDR;Okay, Houston. The center panel - I'm looking at the RCS indicator A. We have a,package temperature of 180. Our helium pressure is 3900. I'm looking at fuel,pressure of about 180 and percentage of about, I'd say 85%.;CAPCOM
45661.8;CDR;B is about the same, except that that package pressure is 190. On Quad C, we're,looking about the same, except that the package temperature is 100. On Quad D,,we're looking at package temperature of 160. All other indications are about,the same.;CAPCOM
45683.8;CDR;CM pressure - RCS pressure is looking nominal. Helium pressure's up around,4000. And package temperature is about - a little less than 80 on ring 1 and,about the same on ring 2.;CAPCOM
45702.8;CDR;And the - talkbacks on the SM RCS, I've got HELIUM 1 now are all grey. HELIUM 2,are all grey. PRIMARY PROPELLANT all grey. SECONDARY PROPELLANT, I've got two,barber poles - A is barber pole, B grey, C barber pole, and D grey.;CAPCOM
45728.8;CDR;Okay. On the ECS RADIATORS, ?? is grey. On the - on the ECS, PRIMARY INDICATOR.;CAPCOM
45744.8;FLIGHT;FDO, from FLIGHT.;FDO
45745.8;FDO;Go ahead, FLIGHT.;FLIGHT
45746.8;LMP;Okay, Jack. Starting at the top. Okay. The CRYO TANKS: Hâ‚‚ 1 is reading 230 and,the same for 2. Our Oâ‚‚ CRYO TANK 1 is - looks like it's barely holding its own,at 300. And, CRYO TANK 2 is reading zip. Our quantities: Hâ‚‚ 1 is reading 73, 2,,74.;CAPCOM
45747.8;FLIGHT;Whatever planning you do, I want to do assuming that we're going around the,Moon and we're using the LM for performing maneuvers, because in the present,configuration, unless we get a heckuva lot smarter I think we're wasting our,time planning and using the SPS.;FDO
45760.8;FDO;Okay, FLIGHT.;FLIGHT
45761.8;FLIGHT;So I think all of our return-to-Earth type planning should be assuming the use,of the LM DPS and/or RCS. And I think third priority down the line should be,CSM RCS.;FDO
45774.8;FDO;Okay, and I'm assuming that you want fast-as-possible return.;FLIGHT
45780.8;FLIGHT;Yeah, I think that's the case.;FDO
45781.8;FDO;Okay. We'll work on it from that sideline, FLIGHT -;FLIGHT
45783.8;LMP;"On the Oâ‚‚ side, we're reading Oâ‚‚ 1 at quantity 76. Oâ‚‚ 2 pegged to full scale,high. RAD TEMPs PRIMARY INLET we're reading about 55; RAD OUT is reading about,30, and the SECONDARY OUTLET is reading - reading 52Â°.";CAPCOM
45784.8;FLIGHT;Okay.;FDO
45785.8;FDO;Should be no problem.;FLIGHT
45786.8;GUIDO;I copy that, FLIGHT.;FLIGHT
45793.8;EECOM;FLIGHT, EECOM.;FLIGHT
45795.8;FLIGHT;Go ahead, EECOM.;EECOM
45796.8;EECOM;Okay, listen. There is a possibility that we blew a Oâ‚‚ line in one of the fuel,cells, and it's effectively manifolded there, of course. Now, I'm - I want to,shut off one of the reactant valves to one of the fuel cells. And that would be,FUEL CELL 3, since its Oâ‚‚ pressure is gone. Now, FUEL CELL 1's Oâ‚‚ pressure is,trying to stay up there, at 45psi. Maybe the problem is in FUEL CELL 3.;FLIGHT
45820.8;LMP;"And the EVAP OUT TEMP is 45, STEAM PRESSURE 0.17, and GLYCOL DISCHARGE 48. SUIT,COMPRESSOR is reading zip. The ACCUM is reading 30; Hâ‚‚O WASTE is reading about,34; POTABLE's reading about 98; SECONDARY RAD INLET is reading about 71; and,the RAD OUT is about 30; GLYCOL EVAP TEMP is reading 65, STEAM PRESSURE pegged,full scale high; DISCHARGE PRESSURE 9 psi.";CAPCOM
45832.8;FLIGHT;That sounds like a good assumption, right there.;EECOM
45834.8;EECOM;Yeah. FUEL CELL 3 is lost anyways, for us.;FLIGHT
45836.8;GNC;FLIGHT, GNC.;FLIGHT
45837.8;FLIGHT;Go ahead, GNC.;GNC
45838.8;GNC;Turn Charlie 1 thruster OFF.;FLIGHT
45841.8;FLIGHT;You want to turn Charlie 1 OFF? Why?;GNC
45844.8;GNC;Well, looks like we're getting a lot of firing out for no reason.;FLIGHT
45849.8;FLIGHT;Okay, CAPCOM, recommend THRUSTER C-1 to OFF.;CAPCOM
45863.8;CAPCOM;Say again, FLIGHT?;FLIGHT
45864.8;FLIGHT;THRUSTER C-1 to OFF.;CAPCOM
45867.8;CAPCOM;C-1 and -2 OFF.;FLIGHT
45869.8;FLIGHT;No. C-1. OFF. I added a word in there. Turn THRUSTER C-1 OFF.;CAPCOM
45875.8;CAPCOM;Excuse me, Fred. I'd like to butt in here a minute. We'd like to have THRUSTER,C-1 OFF.;CDR
